group_ordinal	target_group_id	representative_id	member_ordinal	member_id	representative_length	target_fasta_sha256	profile_digest
88	sha256:011c711e753181b7571fa3084a1d616b054fa3651dc73800372b55e51a2631ca	OP074927.1	0	OP074927.1	95843	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
89	sha256:011eb1d82abfe9c3631e4f29ca0fde84d5cf440bb4ff4aad2c14cfc2e29d1e01	KC510649.1	0	KC510649.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
90	sha256:0124916501785d50489a6cd95719403700b895b78b14493db2742a00d2e5d577	MF674477.1	0	MF674477.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
91	sha256:0126a14685eaf3b3ca417a8111c2303b065ff40554448dfa63109925256db021	OP256016.1	0	OP256016.1	3221	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
92	sha256:012a9c87ef9e043028f1a45d2a6de7f63d4ed15dc201d0a500120fbb81338c03	MF674492.1	0	MF674492.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
93	sha256:012d152f155abf31375857b31ca3bbb4952f8bedc55ba1dc8594c4ec46e7fd64	LC519796.1	0	LC519796.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
94	sha256:012fdb95b19ac17121a9f6289da76a1ac5d83a3c9fb0a14c79b305d117374bbb	MK540457.1	0	MK540457.1	171823	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
95	sha256:0130c5bbb88120d85f2aaaf7bea5d07f119c05a15c9881a94b6f06e4497d8c5f	LC279266.1	0	LC279266.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
95	sha256:0130c5bbb88120d85f2aaaf7bea5d07f119c05a15c9881a94b6f06e4497d8c5f	LC279266.1	1	LC279267.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
96	sha256:0134849c76ac63f98966689d3f1209bab6db8f7c414c3f078fb0d7b4d74019d3	MN770394.1	0	MN770394.1	2894	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
97	sha256:0134af8fea1e1fad93c41e93c1e89f819a8f032f93ee26bf3da3ad0d2421c094	KC875285.1	0	KC875285.1	3182	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
98	sha256:0136a792219e491fe9aead4e827b7b82d69c3a4e08a7d94cf4f3cbb9e85cce4c	KJ173356.1	0	KJ173356.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
99	sha256:013bfcc026a59bc08aa3d0729bf96b574d8a59b939cd13037a3adeecceac536c	OR209320.1	0	OR209320.1	197165	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
100	sha256:013e036783ce2f00676c0fff3b19bbc6580947d0dad8ed9e37be1183c34909e5	LC519790.1	0	LC519790.1	3200	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
101	sha256:0153933265bdec49a53b5eb8d65c405b8687efbf939093b283ce9d444521f483	JN040809.1	0	JN040809.1	3182	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
102	sha256:0159def8482a33c377c236291c30ca0af4e8206af535f673941c9e78afc4efa0	FJ890981.1	0	FJ890981.1	5228	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
103	sha256:015b3f93ddbaee2d472a5d58626593ca37990c568da361f9289459ecf6acb451	KC257459.1	0	KC257459.1	206372	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
104	sha256:0166d2beb9d087869d37e4829ce3fb3cc7817e066fff905914e06f44e5ab80ea	KU053869.1	0	KU053869.1	7908	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
105	sha256:0167a1076cf38036c3081fa824d46bb95c210fe5f1eaf72212f2ba764e1a9d05	MN771230.1	0	MN771230.1	2937	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
106	sha256:0167aa49c7025015775353f9d355ffb3fd8c5779ad3e99aa25aa294d70e29157	MN769830.1	0	MN769830.1	2894	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
107	sha256:016835039b47a118e59194150eb269e7c59d5e6dadc88bdfda8abf045d9d6051	MN770611.1	0	MN770611.1	2845	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
108	sha256:016ab2b4c52db4bb4903320fa9291eabaea9abc8d2cf7bd738832e314d23ffe6	MN770522.1	0	MN770522.1	2824	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
109	sha256:016e36872fd8c1bd57dcd90ccd76347e7ef2edb4f7b91dc08fbe4c7766c323dd	KT749824.1	0	KT749824.1	3221	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
110	sha256:016f4277c33489b206364fd9dbb6e26c916c80b3fcc164e39177290e72224c62	KC774352.1	0	KC774352.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
111	sha256:01708c4626413689a9c3dd84ee1cd65484f0a2328f062a4ca262af979597dcf2	MZ286045.1	0	MZ286045.1	2889	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
112	sha256:0172f8410ec027e5b10f8774745abb7ad216d5db135e3f2f037ea8801160c969	MH464853.1	0	MH464853.1	3221	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
113	sha256:017558f28cf9fb9ad9ab36647aa944211465c0fa64092f66a53b61adc375bcbb	MT217428.1	0	MT217428.1	7752	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
114	sha256:01791531edfb2bf0b0a2203646cfc3cbaf35df2bd39613ab13bd9bfae50b5410	LN833184.1	0	LN833184.1	7933	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
115	sha256:017a788832dc75a9cd9d53611a970fe7256d324f35358b9b5961b166d6db0b6b	AY823988.1	0	AY823988.1	3816	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
116	sha256:017aef6123d32a310897e415eddf39e592cedb597a7334c56cf5781a7651e3db	MZ374373.1	0	MZ374373.1	7937	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
117	sha256:018623ca5d43aa85cbd877dd7660cbbfc254cc1450e25dc9e26288d63a16ef40	OP073865.1	0	OP073865.1	16529	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
118	sha256:0186e72c227318a3f02ea0101f857d9bfab0ec2a1bf33479c63ccafa4f16007f	JN792897.1	0	JN792897.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
119	sha256:0192ae29d6e1596df7333c7a19d83b90c5f418be8fc3c7d2d7d304b41564f45a	MZ439317.1	0	MZ439317.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
120	sha256:0197fa1b43269df32eda03438814cd3bf8de1ebad567bce0c5ef5e69810d3a9a	ON880546.1	0	ON880546.1	197195	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
121	sha256:019b3ca89ce64115aa51473c869d43eee5e2aa600d506598b95e3968f4732d99	MH648969.1	0	MH648969.1	3682	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
122	sha256:019d582c4bb8289264ba82a6f670e2e75b7842e6ebbc8c3bdf2408121897d57e	KU053838.1	0	KU053838.1	7906	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
123	sha256:019dab51389c3f339d96a3dad1a494bd111813a733d5564cf4f7b3971716fd6a	OM938909.1	0	OM938909.1	5146	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
124	sha256:019e164064f194e13ad6822b4af6db3ea7ac8d623021634530553bc633341bdf	MH777209.1	0	MH777209.1	7229	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
125	sha256:01a2b6a0024d99250289fc7f44a46928413eb552a6b2ceb981e44470882158fe	MN771286.1	0	MN771286.1	2912	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
126	sha256:01a3977ad7bc965299f2d3bfa37063e9a6ce83ee359349ab03affb128cb22352	MW601314.1	0	MW601314.1	3182	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
127	sha256:01a40a8ee67671d39cb009a41a12cb5d8416319c470a084300db4ce20ee57963	MN771149.1	0	MN771149.1	2853	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
128	sha256:01a5495c397c9e977eba2e761854f92da5080e8d496d914c2dbb19fe14822fd7	FJ386589.1	0	FJ386589.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
129	sha256:01a5aa5af057cee040a6ede9c2c4ea913f9b821bba75948cd5a1f5bbd9d17651	KC470288.1	0	KC470288.1	7922	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
130	sha256:01a5ae5be58e824435eb2bb7b304708c16842c2d9c587eccae127234defe08fa	MT217188.1	0	MT217188.1	7879	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
131	sha256:01a6b7bb6f12e3832fd909c9742ceb7914fbc0cd6b28d280795da48fb1d0286a	GQ377642.1	0	GQ377642.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
132	sha256:01a73d8eda79d0ae6e996623793ffb2d949d649a90febad87d4022b9ed823a1f	ON755246.1	0	ON755246.1	197140	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
133	sha256:01a8e82b20d8dd0207e317e34f148a5854f77aa75b243290437c5bdaa3c6352e	MH777181.2	0	MH777181.2	7271	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
134	sha256:01ab29d0eec0f59c6691e76f76322b391ec49223012979eb884c3af4303fc9a4	OP076441.1	0	OP076441.1	56089	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
135	sha256:01b279860c6ab2f8162f0bb25df1540a69b809406a65273e75a719a6a84ae92b	OP074829.1	0	OP074829.1	38796	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
136	sha256:01b47a840a526cc0e79ca0056cf381fb7e1336dedc066a87a651a22a88ba7358	MK534652.1	0	MK534652.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
137	sha256:01bd79fb96e923e4eeb2a0767adb6c4503f862a8e1cb67a82f7610d4148009aa	LN833161.1	0	LN833161.1	7933	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
138	sha256:01bf07b7ac7cfca9ed9282b9c18e39357c46fb0e3e1d89290292d449c97ee5c9	KX765829.1	0	KX765829.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
139	sha256:01c7ebf64384f077e62650f3384c0ad54437570ce96bd24f7562847c701ef745	MZ286223.1	0	MZ286223.1	2861	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
140	sha256:01c8304cfb721b80aa0efdd743d39e8e3270a2ddcbf3fd96bdc8481f2207ba9c	OR459781.1	0	OR459781.1	197193	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
141	sha256:01d4904a1b539c0db0415733bb04c1674ce3cbd174937bef642207a459356a60	MK720627.1	0	MK720627.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
141	sha256:01d4904a1b539c0db0415733bb04c1674ce3cbd174937bef642207a459356a60	MK720627.1	1	MK720628.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
142	sha256:01d679e7a382c5144f442cad9aff07a12d326405ba61958cee75bcd47002c1ca	OP072348.1	0	OP072348.1	35772	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
143	sha256:01d6a11a801d7875ddd632a381d12455167ca9409024d686fdee0f9035f749f1	MG021310.1	0	MG021310.1	171685	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
144	sha256:01d6db504c846cbedb138b79b77aa91e6e9c804b6ad88bbdec27b0b58c4cfc70	MH669072.1	0	MH669072.1	34752	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
145	sha256:01d766724a2194ccc5d8e9db32c8238fab183ab5d1e520e95f672bbb8fbe2648	MW601298.1	0	MW601298.1	3182	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
146	sha256:01d7e4542d1e0148d16bbf933ea7e9cc29bc2939fcfcc548b59f9af1e2896f5b	JN664932.1	0	JN664932.1	3182	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
147	sha256:01d8831644b4d7d2a18c9021642748597dce8af9f203e3f53b877a0dcc6d2c86	MN769587.1	0	MN769587.1	2901	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
148	sha256:01da966b8063785721948d50f41dab25e23cfe1521bc00fd192ee13e4a89c918	OP603001.1	0	OP603001.1	197222	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
149	sha256:01e02b59412e48db99ec9e3ba6565b469f329ed1c3b6159ca090e15bc17beac4	OP415188.1	0	OP415188.1	197191	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
150	sha256:01e3c80cc3127b62e9adbff600347c1e17f5888dd26b521e66fbf0171de59468	MN769746.1	0	MN769746.1	2960	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
151	sha256:01e7230de86de202081f99083516ee1e22c5e5a2f3f58b3e0c86e6bdaedf3b09	OK482575.1	0	OK482575.1	5028	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
152	sha256:01ea21a14014f8337ec6b799f3f36b939577761b4d67491ab1947d028f50654c	AB298720.1	0	AB298720.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
153	sha256:01ecde772447587390bd239a566ed4479d6b21f0e1d3ce8da8ba119c7e094910	MF618347.1	0	MF618347.1	3182	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
154	sha256:01f86ed06896ed643f6e2c8c6f613f79077a3155766bda935c85d7a1d555648b	JX413108.1	0	JX413108.1	7214	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
155	sha256:01fbb830de9a6d7f97440fc79a3b66b1cf07703e807086ebbd3cf69caab7de98	KX827298.1	0	KX827298.1	3221	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
156	sha256:01fc695c48048c85c7ea2f584d4a7e56c3598367d0b27a73889c67b6610eb1ec	MN769376.1	0	MN769376.1	2851	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
157	sha256:01ff4d183df76eb15d9e8d7c991b2cd258cd0ff59bae2d266f01b2733b8d8e7a	MZ439369.1	0	MZ439369.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
158	sha256:0206cbb129558988d2a99ff601000fd348f5ffebe11f4f7d4ddae5bcdd9b904b	JN827419.1	0	JN827419.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
159	sha256:0208c99d9336cec264917292d87a9e754ea4065f912283dcea94b8937fefe31b	AM494696.1	0	AM494696.1	3212	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
160	sha256:020cb90eb8a4596a7619a2f6cce49a5d32fe94efee8bed2f08b2712164eb1d1c	GU815715.1	0	GU815715.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
161	sha256:020ffd0cc0ca7c476b2079b952fd18b468b0c295e787d5fc18d066272a51c191	MK183643.1	0	MK183643.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
162	sha256:02123f7d63748e1f50708d223fe2beb5d01aca2997ee593be837b526081322af	MZ097733.1	0	MZ097733.1	3182	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
163	sha256:0212803daa1c202f5b092a8c8c447fa78843bb7b67fcc34f9cc89353f9f572bd	MN769049.1	0	MN769049.1	2834	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
164	sha256:02156ca1d49c69d65a95dcd3b2a56c04b8d30dfad61afe572e928a804b4ecf7b	MN683666.1	0	MN683666.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
165	sha256:0219be80ac80e061431af1185b6404570c46d0091c09c9e561a582455b08f547	OR759192.1	0	OR759192.1	196575	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
166	sha256:021e9c48052574eb3e230e289e82839093471853f203af991654cfbd780691b0	OP072512.1	0	OP072512.1	39794	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
167	sha256:02205c0ec394aa58408aa73959dc9e7051ebbd382f98f7a0a26b02418efb23e7	JN632513.1	0	JN632513.1	5240	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
168	sha256:02238a8a2b3a9d789c9a2ede4e074b5d3889de4ef1f1adc443708dfe7eaf9861	OQ419091.1	0	OQ419091.1	195656	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
169	sha256:02287f83b1d205479c60f483a31abc7804deacc053e48c635e4a25b4ea54d2a8	OP073909.1	0	OP073909.1	19411	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
170	sha256:022a02e146b636bf108d96ad6c03cb53a85d2bfb02b731bc90f48a762810c340	KF493877.1	0	KF493877.1	233028	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
171	sha256:022eaacb7617a01446b7abc33db38a4a46a713a55e0d398331f6bac7f638f59f	MZ439809.1	0	MZ439809.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
172	sha256:023218336579f8b714f4985c545ab348387592255187487ec7906e55337b19c3	MK139267.1	0	MK139267.1	4682	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
173	sha256:0232543cb66ec5a1da9a3ca8ac3e7993888b6b8ee0bbcbcd9eb1d5e827dbe176	MN770762.1	0	MN770762.1	2874	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
174	sha256:0235a2d0932bf4f5d4f28986d2aaca9949982c1b1618b35d0d0d26e974e9e03b	KF471654.1	0	KF471654.1	3182	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
175	sha256:0235f3e93bd826a27856995573a23e38fbb6d72e93f43a3e464b7ccafe3c57fe	MN769902.1	0	MN769902.1	2895	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
176	sha256:0239344fb9a22d4460db2fb46243348e109fc02bfd774288403a1334ce9798b2	ON694335.1	0	ON694335.1	196400	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
177	sha256:0239e7f1d2f03b5fd71ea1db593adc37fe2e1b29f03499e98c7b0a8b6dd68a4a	MN770178.1	0	MN770178.1	2986	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
178	sha256:023ad340b13d1c2c73a4295421b27a3ad54a307b337f113576013b0ff2142b73	KU221091.1	0	KU221091.1	234760	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
179	sha256:023d003b5b86f555ff73711ecaeb14cb4797e3f2dd2193b8d6dfb22ae9e5888d	MT645068.1	0	MT645068.1	3215	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
180	sha256:023e84e00d492f3e9ab7c5d77c53df02a9acc2c48c5f72cfc0e16009a450410e	HE599240.1	0	HE599240.1	7963	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
180	sha256:023e84e00d492f3e9ab7c5d77c53df02a9acc2c48c5f72cfc0e16009a450410e	HE599240.1	1	HE599241.1	7963	613af44f33628520cb94da05ac3bcb875504a584a695fa32dbee02b04adb8afd	1eb5960774d118530f462d93f316e789cee836c51aedbbb973a11a6bac421088
